file,identity,n_from,n_to,len_from,len_to,lcp,lcs,changed_a_len,changed_b_len,kind,changed_a_hex,changed_b_hex
b,ID01,58,66,1150,413,412,1,737,0,INSERTED_SPAN,0d001a00090017350a4a2c82fe6113f9845679e772da2ccb938e632adedeeeddb6c5c082fe8033fa00f7232f1182e9d59264932abcb7bbf0f7de8083f80b117e6dc6733329bab8926ae089898984cce7bf8be1800a301283fe0810fe080788c470610b9cdeec83fe105efe106b88be1bc5a2d7a44085cd60208b0b818678e58638f0799950800a432b82fe6923f9a4dc6e59b2cd972e5898ce49c62db77aeece8082fe827bfa09bd9971970955b5b6dab254972cb96083f7a23c1ea8bb4ca662c92626244c48bbe7c7cbb90a2e1382fe6bf3f9b01959b9437c5c6083fe106efe1069aae13aac1377c77be79085de5f03330c12cb1a18e3c0e748400a442882fe712bf9c4fb8be1c99930b777cbcedeed6e5e639ce5c082fe81f3fa07b22e5b9aaa1326666664cadefbdf7efa84f015251877e28d48a308a11208c118222b8fba880a4b2e82fe7933f9e4d6e6e6e6e76370c93246596d6bab75abb28082fe826bfa0a392f13c332659b6deedd6c6339320ddbf0df7df284f1370632e7e58c6b34489089181182300844470f2782880a290e83fe0e2efe0e1bad562a1bbdf1c882fe820bfa087589b9c84086c3923010301806060e2ece4e020c0a220c83fe108cfe108d88ad6b55116082fe85bbfa16d6db3b0c86c04802de1e26ee0e040a311582fe8af3fa2bf2f379b2cee5be2a4083fe10b2fe10b92270e18c70e51519cefbf584e96893877aceb54e138df3f551880a503582fe8d8bfa3639cdf5de55b776eacd9972491109aeceddb52f33338082fe831bfa0c7acb18c88aae9a218c9919616b6ebe59db4083f8c3d59f178cee6d6b44a62624984c4c4262251212be3e3fa7000a311382fe926bfa499a9bcee6e6c9b31c83fe10d0fe10d1a88e11ac522f33d79f1e2085e0ac3c0cad31cb0c70c30d389c9c200a442982fe9523fa54964930b6eedececb192667266496bbbde882fe83a3fa0eb89624bc49c465b66f65ab56cef34084f0a5e07806a8c48a30461142242308c04637eaeb8a200d011a010901,
b,ID02,1,7,248,927,247,1,0,679,INSERTED_SPAN,,0d001a00090017000a552e83fd18dfa32d138bd4d318ac5529737bbdde777bccdca2358c57688d0082fe2f63f8bd9b2779dca4b962e59a931e3399c9276f9be6fbf3e68084f014210e6de159c6718c2708c2208461184042308c559e7eda300a240e82fe2c53f8b1fb633397c63082fe34cbf8d2b8b4d9e6e886c1d068081b78f818791b300a422582fe30abf8c335f87d3c79f07862625976eeb6dad94082fe2f83f8bedf0ce664336d9d99b11056debdef9084f126d32f66318a28c046021184608c2b1cbc1e0a200a260f83fd741fae65a56a9ac99082fe2fabf8bf5e54d95e3b2586bc84822de0e0e16368665030000a4e2a83fdc2dfb86cce33571713115158c552266ef79ddeeee70c63868082fe2dfbf8b81b232f8cf199925dbdef7bddddab8c719e365084f1571e0e9e38ce318a308c23088846118204224f0f5f4c620a391b82fe4053f9015a973bcecef3ab138f1df12083fd6d9fade613abc4e9aae18d6a225b9e7bdf1084f034651e4dd39d628a3182319d76f2e2000a503382fe4713f91c96a6cd55864e6733324adbd6eddaab231eab2083fd721fae66519a52a3158aac4a6f39def7769aa8d6b86ab58a2ef79ce76083f86b8a3d5dce6e6e62e24260022489044af3e2faf1700a502e83fe02a8fe02b5889e13a8c4622266ef37b9e2b989a8d462b18aa8a9cc673682fe2f2bf8bcb268b62f84cc99242db76b566ad5b484f0a6343a359c6719a118c228c11846112138042308c2b8fbf1880a462483fe044efe0451989a9a8c5562aa26f37c73c779999aad470e18c083fd6c5fad8d7574abab88b10c6318d552739bebbe3684f026291d1d359c668c228c22423002b9fbe4400a371683fe05b0fe05b18ac4ea31359cdef8f19ba68083fd639fac7d13a8e95aed5a889cf5df5ebcc085e1acac50e27171a3468c8e5d0e0d180d011a010901
b,ID02,7,19,927,248,247,1,679,0,INSERTED_SPAN,0d001a00090017000a552e83fd18dfa32d138bd4d318ac5529737bbdde777bccdca2358c57688d0082fe2f63f8bd9b2779dca4b962e59a931e3399c9276f9be6fbf3e68084f014210e6de159c6718c2708c2208461184042308c559e7eda300a240e82fe2c53f8b1fb633397c63082fe34cbf8d2b8b4d9e6e886c1d068081b78f818791b300a422582fe30abf8c335f87d3c79f07862625976eeb6dad94082fe2f83f8bedf0ce664336d9d99b11056debdef9084f126d32f66318a28c046021184608c2b1cbc1e0a200a260f83fd741fae65a56a9ac99082fe2fabf8bf5e54d95e3b2586bc84822de0e0e16368665030000a4e2a83fdc2dfb86cce33571713115158c552266ef79ddeeee70c63868082fe2dfbf8b81b232f8cf199925dbdef7bddddab8c719e365084f1571e0e9e38ce318a308c23088846118204224f0f5f4c620a391b82fe4053f9015a973bcecef3ab138f1df12083fd6d9fade613abc4e9aae18d6a225b9e7bdf1084f034651e4dd39d628a3182319d76f2e2000a503382fe4713f91c96a6cd55864e6733324adbd6eddaab231eab2083fd721fae66519a52a3158aac4a6f39def7769aa8d6b86ab58a2ef79ce76083f86b8a3d5dce6e6e62e24260022489044af3e2faf1700a502e83fe02a8fe02b5889e13a8c4622266ef37b9e2b989a8d462b18aa8a9cc673682fe2f2bf8bcb268b62f84cc99242db76b566ad5b484f0a6343a359c6719a118c228c11846112138042308c2b8fbf1880a462483fe044efe0451989a9a8c5562aa26f37c73c779999aad470e18c083fd6c5fad8d7574abab88b10c6318d552739bebbe3684f026291d1d359c668c228c22423002b9fbe4400a371683fe05b0fe05b18ac4ea31359cdef8f19ba68083fd639fac7d13a8e95aed5a889cf5df5ebcc085e1acac50e27171a3468c8e5d0e0d180d011a010901,
b,ID02,19,22,248,250,247,1,0,2,SMALL_DELTA,,0900
b,ID02,22,23,250,248,247,1,2,0,SMALL_DELTA,0900,
b,ID02,41,44,248,252,247,1,0,4,SMALL_DELTA,,0d001a00
b,ID02,44,59,252,248,247,1,4,0,SMALL_DELTA,0d001a00,
b,ID03,17,21,339,307,0,2,337,305,OTHER,d002840386e0eae0eb000041c1012d2e4c4c8acad1616215d5ebcbdb2b3aeaf5858ab2b56162b4b556568b2b31414223a3c085841131014340056d624e4a262058d80b5b42b6b057d7058d8015b58000059599696a565696566aaab2c2c458588aeaf1555626a6c49499151643439090a0818042c22262091901474428e88163602beb858d80b5b42c6c0b5b4163602beb96b68adac002beb815b580abaa04ece01474400000286800000086e14ee14f000055d501676456d60afae14f4c15b588b8a8988838244c4206010102848544448a8a915d5e2caccb0b12aaac58588545481696abcbdacad1696a2babc9a9b1494a1616205050800012b284ccc12b2844c4022a2c50508a4a516d6e2c2c459599595a5a5a96d6e5a5aaa2a55d5eacad2d2d45a5a8acad056568a0a113d3e26a6c949526264484888283083820028680143400afae054d4015754000002a6a0000,b002d40187e2b8e2b900263304b6589acd267329dcea67324de6c8ac51239125b2c48e45158a45e2d138945e2d1389436190b8541e0d038141e0c4120b0884c321b0e87c522a974bd389ca6533269354da6ea0506753b974be592d4ea769b4dd3299a552b251294522a86435028190582111881198c1259212f97133992572a26f361339909acd1379b26f3625f2e04b65825b2c098cc00095ca800087dcdb9c008ac510884a25138a4562d178d46d3299a71394ea769a4d52c96cba5f349ad028340a0cda6f3299cca67369bce27340a0cfa7f3c9ecda6f2e97cb25b2c96a753b4c262944a4994cd188ca291584426050381c090f8722f1647e3c93c989cce12d962572a4be5c4de6c4de6c4c6604be5c4de6c4b6588dc6889c4843e1c20f06081c088140c1148a888444221110023d1f
b,ID03,21,25,307,339,0,2,305,337,OTHER,b002d40187e2b8e2b900263304b6589acd267329dcea67324de6c8ac51239125b2c48e45158a45e2d138945e2d1389436190b8541e0d038141e0c4120b0884c321b0e87c522a974bd389ca6533269354da6ea0506753b974be592d4ea769b4dd3299a552b251294522a86435028190582111881198c1259212f97133992572a26f361339909acd1379b26f3625f2e04b65825b2c098cc00095ca800087dcdb9c008ac510884a25138a4562d178d46d3299a71394ea769a4d52c96cba5f349ad028340a0cda6f3299cca67369bce27340a0cfa7f3c9ecda6f2e97cb25b2c96a753b4c262944a4994cd188ca291584426050381c090f8722f1647e3c93c989cce12d962572a4be5c4de6c4de6c4c6604be5c4de6c4b6588dc6889c4843e1c20f06081c088140c1148a888444221110023d1f,d002840386e0eae0eb000041c1012d2e4c4c8acad1616215d5ebcbdb2b3aeaf5858ab2b56162b4b556568b2b31414223a3c085841131014340056d624e4a262058d80b5b42b6b057d7058d8015b58000059599696a565696566aaab2c2c458588aeaf1555626a6c49499151643439090a0818042c22262091901474428e88163602beb858d80b5b42c6c0b5b4163602beb96b68adac002beb815b580abaa04ece01474400000286800000086e14ee14f000055d501676456d60afae14f4c15b588b8a8988838244c4206010102848544448a8a915d5e2caccb0b12aaac58588545481696abcbdacad1696a2babc9a9b1494a1616205050800012b284ccc12b2844c4022a2c50508a4a516d6e2c2c459599595a5a5a96d6e5a5aaa2a55d5eacad2d2d45a5a8acad056568a0a113d3e26a6c949526264484888283083820028680143400afae054d4015754000002a6a0000
b,ID03,39,43,339,307,0,2,337,305,OTHER,d002840386e0eae0eb000041c1012d2e4c4c8acad1616215d5ebcbdb2b3aeaf5858ab2b56162b4b556568b2b31414223a3c085841131014340056d624e4a262058d80b5b42b6b057d7058d8015b58000059599696a565696566aaab2c2c458588aeaf1555626a6c49499151643439090a0818042c22262091901474428e88163602beb858d80b5b42c6c0b5b4163602beb96b68adac002beb815b580abaa04ece01474400000286800000086e14ee14f000055d501676456d60afae14f4c15b588b8a8988838244c4206010102848544448a8a915d5e2caccb0b12aaac58588545481696abcbdacad1696a2babc9a9b1494a1616205050800012b284ccc12b2844c4022a2c50508a4a516d6e2c2c459599595a5a5a96d6e5a5aaa2a55d5eacad2d2d45a5a8acad056568a0a113d3e26a6c949526264484888283083820028680143400afae054d4015754000002a6a0000,b002d40187e2b8e2b900263304b6589acd267329dcea67324de6c8ac51239125b2c48e45158a45e2d138945e2d1389436190b8541e0d038141e0c4120b0884c321b0e87c522a974bd389ca6533269354da6ea0506753b974be592d4ea769b4dd3299a552b251294522a86435028190582111881198c1259212f97133992572a26f361339909acd1379b26f3625f2e04b65825b2c098cc00095ca800087dcdb9c008ac510884a25138a4562d178d46d3299a71394ea769a4d52c96cba5f349ad028340a0cda6f3299cca67369bce27340a0cfa7f3c9ecda6f2e97cb25b2c96a753b4c262944a4994cd188ca291584426050381c090f8722f1647e3c93c989cce12d962572a4be5c4de6c4de6c4c6604be5c4de6c4b6588dc6889c4843e1c20f06081c088140c1148a888444221110023d1f
b,ID03,43,50,307,339,0,2,305,337,OTHER,b002d40187e2b8e2b900263304b6589acd267329dcea67324de6c8ac51239125b2c48e45158a45e2d138945e2d1389436190b8541e0d038141e0c4120b0884c321b0e87c522a974bd389ca6533269354da6ea0506753b974be592d4ea769b4dd3299a552b251294522a86435028190582111881198c1259212f97133992572a26f361339909acd1379b26f3625f2e04b65825b2c098cc00095ca800087dcdb9c008ac510884a25138a4562d178d46d3299a71394ea769a4d52c96cba5f349ad028340a0cda6f3299cca67369bce27340a0cfa7f3c9ecda6f2e97cb25b2c96a753b4c262944a4994cd188ca291584426050381c090f8722f1647e3c93c989cce12d962572a4be5c4de6c4de6c4c6604be5c4de6c4b6588dc6889c4843e1c20f06081c088140c1148a888444221110023d1f,d002840386e0eae0eb000041c1012d2e4c4c8acad1616215d5ebcbdb2b3aeaf5858ab2b56162b4b556568b2b31414223a3c085841131014340056d624e4a262058d80b5b42b6b057d7058d8015b58000059599696a565696566aaab2c2c458588aeaf1555626a6c49499151643439090a0818042c22262091901474428e88163602beb858d80b5b42c6c0b5b4163602beb96b68adac002beb815b580abaa04ece01474400000286800000086e14ee14f000055d501676456d60afae14f4c15b588b8a8988838244c4206010102848544448a8a915d5e2caccb0b12aaac58588545481696abcbdacad1696a2babc9a9b1494a1616205050800012b284ccc12b2844c4022a2c50508a4a516d6e2c2c459599595a5a5a96d6e5a5aaa2a55d5eacad2d2d45a5a8acad056568a0a113d3e26a6c949526264484888283083820028680143400afae054d4015754000002a6a0000
b,ID03,50,52,339,2405,338,1,0,2066,INSERTED_SPAN,,0d001a000902172d0a391983fc3d5f87ac6ba70ad6227379bce731b5c884f8c1be3071c7d56a60c18314291bc71cf3cf0d6a84ea68a478779d6f38a71229d71f2f4c600a3d1486e3c0e3cd43c042a0e0d0b48a7a6a18e8a888e086e2fee309848280888284848482a55656d244c4c7c48085e12c6c51e7e18e38e1431c32e272f0a10a311483fc985f930da9e11ac444c6678ceef682fe0d83f8365973cf8d49137c6e3084f1772613e6cf0ce719c675c3af8b79000a341483fcaadf958f13d2f94ea30c4456733c4083fc7b1f8f773c38f4e3cb38b98cc6f1580085dd4b05f4c76cf1cb0c32c32e273a840a341485f106788df3030b84c253828904b24f146085f6277b1af143239086ea26890d30533d2084f1772e37e5ceb38a318ce7875f1c0a341483fc7fdf900ef38e337709c5f0e1c3872e4083fd901fb1e7188e0d454c6ef7df7c7af385d648827cfc10c31a3473e073f0c3000a331583fca09f94861c2b963970e18d626b8df1ebc482fe321bf8c898b365b71639988086be86202e60e06060d0221626ee0602040a250d83fca75f94ceab58e18aaa8b82fe3473f8d1b5b5bcdb8086c15070502bd8783ab9b814080a7e3786e17ae17b4fcf02325a3222120a0e2e4e362e36363679733041c140d05ddd59d951d142cc474743454040c5c7c045c0c6c08085f8112be044b4d3823a23408841044bd8aae08060f2995c964f2191c760629e38e0961431450084f054634e9c6f18d61584e538c08c0109ca32ad2b48a53a569594e30ac72f806138000a2a1183fc939f9276ab51d31ac4e373be3b82fe5393f94ebe6e73ccb0e7788085d55033f7a08e98e9cbd3080a2e1084f94fbe553b62c18335315305a578e383fe0566fe05652f178cd56f173886b68a82415cc0a061e062ef60e0c00ac002e20183fe20c4fe20c1ba2a62131331324a66616113115354884262537989bb989aba9c4d4522a26136b9b8b98ce262a6231310a44c26e653992e524218aa88d4559399ccae6616262e30bd222181571998bb945c9153150c30aaf25e4793e4793e27199cf15dc298c546c7a5e9f90084fc0209f8041e358c6739c671892521694a92a4a52a4a8273bceb86758cd39465184a1085212842524224e6ace739c6718c10924a284918ab19d6b19c6284a50a5296952d294a109ab1bd70d6f79ce114a12814842145108ca1109a355d58d62821294a56521082338ce779d6f3e03a7d2ecf63bb442d83368c99298210ad6bcb19b3f04082fc5df817cdef9edb6eca4ab2cb2cb25962c2c58a162c04dcb2d858025058b2c4b092acb365252cdcb12cc13b95b280b2c58945cd84b2a5949416025806cb2c89736360b37e3fc03f80f9dc0a2a1083fe21dcfe21df35788d22af33c482fe3e93f8fa98df1dcb8acb0085d326c5c10c34cb2d785cbca8400a1f0884fc40bdf880e7060a5e5ac083fdfb1fbf65b8ade887a743d0fa3c6607030a9904ae0382fe5a7bf96b592789f067af83d7389bdf7df3e5e7abe77bdeeeeb339cf5ebe0e7ace72f22d767bbe76edb6b5a5a872739ce6649d9bb7bbb7ad6d35899999ce321b77adbab2a24c6666642df37bbb6a3264992c757b6db971993266489b77bbbdddbaa4933933927084b776f9ef9bdd5c73399cccc924db36775bbe5e5ab1c9e19ce4c459e6ddd79cd6e30cc3128ba6d0918c44adb7b6eac31262442090966ad6d2da596a766c238e6664ccb9b2d5dddf3e77cdd6f168083fc2adf85453599e37c79f3e7730e1cbc2edcbb72e95c331bdf1def3c65982aa10673bcef7b4dd2b11ac631c35ad631c2a62e73be3ce79de6e6c8a8aa9a8a618ac442266f3bbde739b4311c2b55aaa989bbce73bbbb4c470ac708e08899deef3bb99622b58ad6084ee737bcddce62ea6a3115c355a8d60b9dcf5ce78f1e7bde6e6b1c3970edd3a70e5cb185e73c79f3e37ce76c9284556318d6b15152b9b9deeef39cb719c2b1aad6a3026e6f3399dad14ad563111066ef39b6622318ac6b4a257b96f33398b4c4c4c4c414bc44ce2556a422b0ac13373bdef39df1ddde555ae9d3c0f0bc0f03956b3c79f82082fc5164fc17dedeedd2ca5962c02cb2a2ca961059544b1614412cb2cb2928944d858b004a2a5201284a0012cb165949409658a9425949400005cb2a54a9b9562c950b1616280b0012d80128581292a582c59425252595289425005915281372ac9b12962cb2c2c2c5ca4b165850b77cfe25a00a351483fe08aefe08afad5e38e38f0be15c395785ac5083fc025f808f3553c2f867867164cdd885d44f06264810c30cf1cb0c74ed61460ae301a40182fe940bfa4f1ecf33e1cf85dbaa66739ccf1e39984edbb56ecbb76eeaed11933339931357b6f6f48999ccce739656df3bb7addb6daa962449264ce4cc989156aebbadddf25d639df11083fac3ed39cf69c47811c31c3870d45333be3beb7bce6ee6624884452a22a234c4542b2bbcde6779bb1351aa8aad42661c78c66329e0a8c6b14d22e67379bbbb54d34a844b2cde739e7379b562b5c3976e1c3974d1c6bbf3f0798083f8abcdc793ce33b9dcccca26225129aba9262413009898260001312980113011304c4c48981122248b812898100131313021313312966fcff4d3000a311387f0bc7785e6e0d028442a1d0e8a482251a86413188083f9d3e7ba3b73c4dd21b087b043e004e61a82c2e9a81c06b0000a82013a87ce99d63d1f9944e0d5889c2a05088640a01068340215028241a11048641a11068543a050c83432091080c321504824220904844020d0282f015e76834473680084fc1c15f8382f2e4bca1af35a36ac2a4519569594e934a28460823284a1484a569737891971c083f80bc9bbb9acaf19c4dc4d5d481304894c24805e73e2fa000900
b,ID03,52,61,2405,307,0,2,2403,305,OTHER,d002840386e0eae0eb000041c1012d2e4c4c8acad1616215d5ebcbdb2b3aeaf5858ab2b56162b4b556568b2b31414223a3c085841131014340056d624e4a262058d80b5b42b6b057d7058d8015b58000059599696a565696566aaab2c2c458588aeaf1555626a6c49499151643439090a0818042c22262091901474428e88163602beb858d80b5b42c6c0b5b4163602beb96b68adac002beb815b580abaa04ece01474400000286800000086e14ee14f000055d501676456d60afae14f4c15b588b8a8988838244c4206010102848544448a8a915d5e2caccb0b12aaac58588545481696abcbdacad1696a2babc9a9b1494a1616205050800012b284ccc12b2844c4022a2c50508a4a516d6e2c2c459599595a5a5a96d6e5a5aaa2a55d5eacad2d2d45a5a8acad056568a0a113d3e26a6c949526264484888283083820028680143400afae054d4015754000002a6a0000000d001a000902172d0a391983fc3d5f87ac6ba70ad6227379bce731b5c884f8c1be3071c7d56a60c18314291bc71cf3cf0d6a84ea68a478779d6f38a71229d71f2f4c600a3d1486e3c0e3cd43c042a0e0d0b48a7a6a18e8a888e086e2fee309848280888284848482a55656d244c4c7c48085e12c6c51e7e18e38e1431c32e272f0a10a311483fc985f930da9e11ac444c6678ceef682fe0d83f8365973cf8d49137c6e3084f1772613e6cf0ce719c675c3af8b79000a341483fcaadf958f13d2f94ea30c4456733c4083fc7b1f8f773c38f4e3cb38b98cc6f1580085dd4b05f4c76cf1cb0c32c32e273a840a341485f106788df3030b84c253828904b24f146085f6277b1af143239086ea26890d30533d2084f1772e37e5ceb38a318ce7875f1c0a341483fc7fdf900ef38e337709c5f0e1c3872e4083fd901fb1e7188e0d454c6ef7df7c7af385d648827cfc10c31a3473e073f0c3000a331583fca09f94861c2b963970e18d626b8df1ebc482fe321bf8c898b365b71639988086be86202e60e06060d0221626ee0602040a250d83fca75f94ceab58e18aaa8b82fe3473f8d1b5b5bcdb8086c15070502bd8783ab9b814080a7e3786e17ae17b4fcf02325a3222120a0e2e4e362e36363679733041c140d05ddd59d951d142cc474743454040c5c7c045c0c6c08085f8112be044b4d3823a23408841044bd8aae08060f2995c964f2191c760629e38e0961431450084f054634e9c6f18d61584e538c08c0109ca32ad2b48a53a569594e30ac72f806138000a2a1183fc939f9276ab51d31ac4e373be3b82fe5393f94ebe6e73ccb0e7788085d55033f7a08e98e9cbd3080a2e1084f94fbe553b62c18335315305a578e383fe0566fe05652f178cd56f173886b68a82415cc0a061e062ef60e0c00ac002e20183fe20c4fe20c1ba2a62131331324a66616113115354884262537989bb989aba9c4d4522a26136b9b8b98ce262a6231310a44c26e653992e524218aa88d4559399ccae6616262e30bd222181571998bb945c9153150c30aaf25e4793e4793e27199cf15dc298c546c7a5e9f90084fc0209f8041e358c6739c671892521694a92a4a52a4a8273bceb86758cd39465184a1085212842524224e6ace739c6718c10924a284918ab19d6b19c6284a50a5296952d294a109ab1bd70d6f79ce114a12814842145108ca1109a355d58d62821294a56521082338ce779d6f3e03a7d2ecf63bb442d83368c99298210ad6bcb19b3f04082fc5df817cdef9edb6eca4ab2cb2cb25962c2c58a162c04dcb2d858025058b2c4b092acb365252cdcb12cc13b95b280b2c58945cd84b2a5949416025806cb2c89736360b37e3fc03f80f9dc0a2a1083fe21dcfe21df35788d22af33c482fe3e93f8fa98df1dcb8acb0085d326c5c10c34cb2d785cbca8400a1f0884fc40bdf880e7060a5e5ac083fdfb1fbf65b8ade887a743d0fa3c6607030a9904ae0382fe5a7bf96b592789f067af83d7389bdf7df3e5e7abe77bdeeeeb339cf5ebe0e7ace72f22d767bbe76edb6b5a5a872739ce6649d9bb7bbb7ad6d35899999ce321b77adbab2a24c6666642df37bbb6a3264992c757b6db971993266489b77bbbdddbaa4933933927084b776f9ef9bdd5c73399cccc924db36775bbe5e5ab1c9e19ce4c459e6ddd79cd6e30cc3128ba6d0918c44adb7b6eac31262442090966ad6d2da596a766c238e6664ccb9b2d5dddf3e77cdd6f168083fc2adf85453599e37c79f3e7730e1cbc2edcbb72e95c331bdf1def3c65982aa10673bcef7b4dd2b11ac631c35ad631c2a62e73be3ce79de6e6c8a8aa9a8a618ac442266f3bbde739b4311c2b55aaa989bbce73bbbb4c470ac708e08899deef3bb99622b58ad6084ee737bcddce62ea6a3115c355a8d60b9dcf5ce78f1e7bde6e6b1c3970edd3a70e5cb185e73c79f3e37ce76c9284556318d6b15152b9b9deeef39cb719c2b1aad6a3026e6f3399dad14ad563111066ef39b6622318ac6b4a257b96f33398b4c4c4c4c414bc44ce2556a422b0ac13373bdef39df1ddde555ae9d3c0f0bc0f03956b3c79f82082fc5164fc17dedeedd2ca5962c02cb2a2ca961059544b1614412cb2cb2928944d858b004a2a5201284a0012cb165949409658a9425949400005cb2a54a9b9562c950b1616280b0012d80128581292a582c59425252595289425005915281372ac9b12962cb2c2c2c5ca4b165850b77cfe25a00a351483fe08aefe08afad5e38e38f0be15c395785ac5083fc025f808f3553c2f867867164cdd885d44f06264810c30cf1cb0c74ed61460ae301a40182fe940bfa4f1ecf33e1cf85dbaa66739ccf1e39984edbb56ecbb76eeaed11933339931357b6f6f48999ccce739656df3bb7addb6daa962449264ce4cc989156aebbadddf25d639df11083fac3ed39cf69c47811c31c3870d45333be3beb7bce6ee6624884452a22a234c4542b2bbcde6779bb1351aa8aad42661c78c66329e0a8c6b14d22e67379bbbb54d34a844b2cde739e7379b562b5c3976e1c3974d1c6bbf3f0798083f8abcdc793ce33b9dcccca26225129aba9262413009898260001312980113011304c4c48981122248b812898100131313021313312966fcff4d3000a311387f0bc7785e6e0d028442a1d0e8a482251a86413188083f9d3e7ba3b73c4dd21b087b043e004e61a82c2e9a81c06b0000a82013a87ce99d63d1f9944e0d5889c2a05088640a01068340215028241a11048641a11068543a050c83432091080c321504824220904844020d0282f015e76834473680084fc1c15f8382f2e4bca1af35a36ac2a4519569594e934a28460823284a1484a569737891971c083f80bc9bbb9acaf19c4dc4d5d481304894c24805e73e2fa0009,b002d40187e2b8e2b900263304b6589acd267329dcea67324de6c8ac51239125b2c48e45158a45e2d138945e2d1389436190b8541e0d038141e0c4120b0884c321b0e87c522a974bd389ca6533269354da6ea0506753b974be592d4ea769b4dd3299a552b251294522a86435028190582111881198c1259212f97133992572a26f361339909acd1379b26f3625f2e04b65825b2c098cc00095ca800087dcdb9c008ac510884a25138a4562d178d46d3299a71394ea769a4d52c96cba5f349ad028340a0cda6f3299cca67369bce27340a0cfa7f3c9ecda6f2e97cb25b2c96a753b4c262944a4994cd188ca291584426050381c090f8722f1647e3c93c989cce12d962572a4be5c4de6c4de6c4c6604be5c4de6c4b6588dc6889c4843e1c20f06081c088140c1148a888444221110023d1f
b,ID03,61,62,307,345,0,2,305,343,OTHER,b002d40187e2b8e2b900263304b6589acd267329dcea67324de6c8ac51239125b2c48e45158a45e2d138945e2d1389436190b8541e0d038141e0c4120b0884c321b0e87c522a974bd389ca6533269354da6ea0506753b974be592d4ea769b4dd3299a552b251294522a86435028190582111881198c1259212f97133992572a26f361339909acd1379b26f3625f2e04b65825b2c098cc00095ca800087dcdb9c008ac510884a25138a4562d178d46d3299a71394ea769a4d52c96cba5f349ad028340a0cda6f3299cca67369bce27340a0cfa7f3c9ecda6f2e97cb25b2c96a753b4c262944a4994cd188ca291584426050381c090f8722f1647e3c93c989cce12d962572a4be5c4de6c4de6c4c6604be5c4de6c4b6588dc6889c4843e1c20f06081c088140c1148a888444221110023d1f,d002840386e0eae0eb000041c1012d2e4c4c8acad1616215d5ebcbdb2b3aeaf5858ab2b56162b4b556568b2b31414223a3c085841131014340056d624e4a262058d80b5b42b6b057d7058d8015b58000059599696a565696566aaab2c2c458588aeaf1555626a6c49499151643439090a0818042c22262091901474428e88163602beb858d80b5b42c6c0b5b4163602beb96b68adac002beb815b580abaa04ece01474400000286800000086e14ee14f000055d501676456d60afae14f4c15b588b8a8988838244c4206010102848544448a8a915d5e2caccb0b12aaac58588545481696abcbdacad1696a2babc9a9b1494a1616205050800012b284ccc12b2844c4022a2c50508a4a516d6e2c2c459599595a5a5a96d6e5a5aaa2a55d5eacad2d2d45a5a8acad056568a0a113d3e26a6c949526264484888283083820028680143400afae054d4015754000002a6a0000000d001a0009
b,ID03,62,64,345,339,338,1,6,0,SMALL_DELTA,0d001a000900,
b,ID03,64,72,339,307,0,2,337,305,OTHER,d002840386e0eae0eb000041c1012d2e4c4c8acad1616215d5ebcbdb2b3aeaf5858ab2b56162b4b556568b2b31414223a3c085841131014340056d624e4a262058d80b5b42b6b057d7058d8015b58000059599696a565696566aaab2c2c458588aeaf1555626a6c49499151643439090a0818042c22262091901474428e88163602beb858d80b5b42c6c0b5b4163602beb96b68adac002beb815b580abaa04ece01474400000286800000086e14ee14f000055d501676456d60afae14f4c15b588b8a8988838244c4206010102848544448a8a915d5e2caccb0b12aaac58588545481696abcbdacad1696a2babc9a9b1494a1616205050800012b284ccc12b2844c4022a2c50508a4a516d6e2c2c459599595a5a5a96d6e5a5aaa2a55d5eacad2d2d45a5a8acad056568a0a113d3e26a6c949526264484888283083820028680143400afae054d4015754000002a6a0000,b002d40187e2b8e2b900263304b6589acd267329dcea67324de6c8ac51239125b2c48e45158a45e2d138945e2d1389436190b8541e0d038141e0c4120b0884c321b0e87c522a974bd389ca6533269354da6ea0506753b974be592d4ea769b4dd3299a552b251294522a86435028190582111881198c1259212f97133992572a26f361339909acd1379b26f3625f2e04b65825b2c098cc00095ca800087dcdb9c008ac510884a25138a4562d178d46d3299a71394ea769a4d52c96cba5f349ad028340a0cda6f3299cca67369bce27340a0cfa7f3c9ecda6f2e97cb25b2c96a753b4c262944a4994cd188ca291584426050381c090f8722f1647e3c93c989cce12d962572a4be5c4de6c4de6c4c6604be5c4de6c4b6588dc6889c4843e1c20f06081c088140c1148a888444221110023d1f
